
  Device - TelePole ll Meter LR internal Detector    Serial Number- 427023-188
  Device - TelePole ll External WR Detector    Serial Number- 428023-146

  RMV Data Points - 26/02/2024

Time,Device,Rate,Dose,Status
17:08:49,Detector,6.8 uSv/h,0.110 uSv,OK
17:08:48,Meter,31.37 uSv/h,0.660 uSv,OK
17:08:47,Detector,6.8 uSv/h,0.110 uSv,OK
17:08:46,Meter,31.37 uSv/h,0.640 uSv,OK
17:08:45,Detector,6.8 uSv/h,0.110 uSv,OK
17:08:44,Meter,32.38 uSv/h,0.620 uSv,OK
17:08:43,Detector,6.8 uSv/h,0.100 uSv,OK
17:08:42,Meter,32.38 uSv/h,0.600 uSv,OK
17:08:41,Detector,7.06 uSv/h,0.100 uSv,OK
17:08:40,Meter,32.38 uSv/h,0.580 uSv,OK
17:08:39,Detector,7.06 uSv/h,0.100 uSv,OK
17:08:38,Meter,32.38 uSv/h,0.570 uSv,OK
17:08:37,Detector,7.06 uSv/h,0.090 uSv,OK
17:08:36,Meter,33.53 uSv/h,0.550 uSv,OK
17:08:35,Detector,7.06 uSv/h,0.090 uSv,OK
17:08:34,Meter,33.53 uSv/h,0.530 uSv,OK
17:08:33,Detector,7.06 uSv/h,0.080 uSv,OK
17:08:32,Meter,33.53 uSv/h,0.510 uSv,OK
17:08:31,Detector,7.06 uSv/h,0.080 uSv,OK
17:08:30,Meter,33.53 uSv/h,0.490 uSv,OK
17:08:29,Detector,11.18 uSv/h,0.080 uSv,OK
17:08:28,Meter,33.53 uSv/h,0.480 uSv,OK
17:08:27,Detector,7.34 uSv/h,0.070 uSv,OK
17:08:26,Meter,33.53 uSv/h,0.460 uSv,OK
17:08:25,Detector,7.34 uSv/h,0.070 uSv,OK
17:08:24,Meter,33.53 uSv/h,0.440 uSv,OK
17:08:23,Detector,7.34 uSv/h,0.060 uSv,OK
17:08:22,Meter,33.53 uSv/h,0.420 uSv,OK
17:08:21,Detector,7.34 uSv/h,0.060 uSv,OK
17:08:20,Meter,33.53 uSv/h,0.400 uSv,OK
17:08:19,Detector,7.34 uSv/h,0.050 uSv,OK
17:08:18,Meter,32.55 uSv/h,0.380 uSv,OK
17:08:17,Detector,7.65 uSv/h,0.050 uSv,OK
17:08:16,Meter,32.55 uSv/h,0.360 uSv,OK
17:08:15,Detector,7.65 uSv/h,0.050 uSv,OK
17:08:14,Meter,32.55 uSv/h,0.350 uSv,OK
17:08:13,Detector,7.65 uSv/h,0.040 uSv,OK
17:08:12,Meter,32.55 uSv/h,0.330 uSv,OK
17:08:11,Detector,7.65 uSv/h,0.040 uSv,OK
17:08:10,Meter,32.55 uSv/h,0.310 uSv,OK
17:08:09,Detector,4.12 uSv/h,0.030 uSv,OK
17:08:08,Meter,32.55 uSv/h,0.290 uSv,OK
17:08:07,Detector,2.35 uSv/h,0.030 uSv,OK
17:08:06,Meter,33.83 uSv/h,0.270 uSv,OK
17:08:05,Detector,5.45 uSv/h,0.030 uSv,OK
17:08:04,Meter,33.83 uSv/h,0.260 uSv,OK
17:08:03,Detector,5.45 uSv/h,0.030 uSv,OK
17:08:02,Meter,33.83 uSv/h,0.240 uSv,OK
17:08:01,Detector,5.45 uSv/h,0.020 uSv,OK
17:08:00,Meter,35.23 uSv/h,0.220 uSv,OK
17:07:59,Detector,4.93 uSv/h,0.020 uSv,OK
17:07:58,Meter,35.23 uSv/h,0.200 uSv,OK
17:07:57,Detector,4.93 uSv/h,0.010 uSv,OK
17:07:56,Meter,36.52 uSv/h,0.180 uSv,OK
17:07:55,Detector,5.1 uSv/h,0.010 uSv,OK
17:07:54,Meter,36.52 uSv/h,0.160 uSv,OK
17:07:53,Detector,5.29 uSv/h,0.010 uSv,OK
17:07:52,Meter,38.02 uSv/h,0.140 uSv,OK
17:07:51,Detector,3.16 uSv/h,0.010 uSv,OK
17:07:50,Meter,38.02 uSv/h,0.120 uSv,OK
17:07:49,Detector,2.94 uSv/h,0.000 uSv,OK
17:07:48,Meter,39.42 uSv/h,0.100 uSv,OK
17:07:47,Detector,0.64 uSv/h,0.000 uSv,OK
17:07:46,Meter,39.42 uSv/h,0.080 uSv,OK
17:07:45,Detector,0.45 uSv/h,0.000 uSv,OK
17:07:44,Meter,41.18 uSv/h,0.050 uSv,OK
17:07:43,Detector,0.3 uSv/h,0.000 uSv,OK
17:07:42,Meter,41.18 uSv/h,0.030 uSv,OK
17:07:41,Detector,0.27 uSv/h,0.000 uSv,OK
17:07:40,Meter,20.71 uSv/h,0.010 uSv,OK
17:07:39,Detector,0.27 uSv/h,0.000 uSv,OK
17:07:38,Meter,1.19 uSv/h,0.000 uSv,OK
17:07:37,Detector,0.3 uSv/h,0.000 uSv,OK
17:07:36,Meter,0.29 uSv/h,0.000 uSv,OK
17:07:35,Detector,0.3 uSv/h,0.000 uSv,OK
17:07:34,Meter,0.26 uSv/h,0.000 uSv,OK
17:07:33,Detector,0.34 uSv/h,0.000 uSv,OK
17:07:32,Meter,0.29 uSv/h,0.000 uSv,OK
17:07:31,Detector,0.34 uSv/h,0.000 uSv,OK
17:07:30,Meter,0.32 uSv/h,0.000 uSv,OK
