
  Device - TelePole ll Meter LR internal Detector    Serial Number- 427023-188
  Device - TelePole ll External WR Detector    Serial Number- 428023-146

  RMV Data Points - 22/02/2024

Time,Device,Rate,Dose,Status
11:15:35,Detector,1.44 mR/h,0.170 mR,OK
11:15:34,Meter,0.02 mR/h,0.000 mR,OK
11:15:33,Detector,1.56 mR/h,0.170 mR,OK
11:15:32,Meter,0.02 mR/h,0.000 mR,OK
11:15:31,Detector,1.65 mR/h,0.170 mR,OK
11:15:30,Meter,0.02 mR/h,0.000 mR,OK
11:15:29,Detector,1.03 mR/h,0.170 mR,OK
11:15:28,Meter,0.02 mR/h,0.000 mR,OK
11:15:27,Detector,1.03 mR/h,0.170 mR,OK
11:15:26,Meter,0.02 mR/h,0.000 mR,OK
11:15:25,Detector,1.03 mR/h,0.170 mR,OK
11:15:24,Meter,0.03 mR/h,0.000 mR,OK
11:15:23,Detector,1.03 mR/h,0.170 mR,OK
11:15:22,Meter,0.03 mR/h,0.000 mR,OK
11:15:21,Detector,1.03 mR/h,0.170 mR,OK
11:15:20,Meter,0.03 mR/h,0.000 mR,OK
11:15:19,Detector,1.03 mR/h,0.170 mR,OK
11:15:18,Meter,0.03 mR/h,0.000 mR,OK
11:15:17,Detector,1.03 mR/h,0.170 mR,OK
11:15:16,Meter,0.02 mR/h,0.000 mR,OK
11:15:15,Detector,1.03 mR/h,0.170 mR,OK
11:15:14,Meter,0.02 mR/h,0.000 mR,OK
11:15:13,Detector,1.07 mR/h,0.170 mR,OK
11:15:12,Meter,0.02 mR/h,0.000 mR,OK
11:15:11,Detector,1.03 mR/h,0.160 mR,OK
11:15:10,Meter,0.03 mR/h,0.000 mR,OK
11:15:09,Detector,1.03 mR/h,0.160 mR,OK
11:15:08,Meter,0.02 mR/h,0.000 mR,OK
11:15:07,Detector,1.08 mR/h,0.160 mR,OK
11:15:06,Meter,0.02 mR/h,0.000 mR,OK
11:15:05,Detector,1.08 mR/h,0.160 mR,OK
11:15:04,Meter,0.02 mR/h,0.000 mR,OK
11:15:03,Detector,1.08 mR/h,0.160 mR,OK
11:15:02,Meter,0.02 mR/h,0.000 mR,OK
11:15:01,Detector,1.05 mR/h,0.160 mR,OK
11:15:00,Meter,0.02 mR/h,0.000 mR,OK
11:14:59,Detector,1.05 mR/h,0.160 mR,OK
11:14:58,Meter,0.02 mR/h,0.000 mR,OK
11:14:57,Detector,1 mR/h,0.160 mR,OK
11:14:56,Meter,0.02 mR/h,0.000 mR,OK
11:14:55,Detector,1 mR/h,0.160 mR,OK
11:14:54,Meter,0.02 mR/h,0.000 mR,OK
11:14:53,Detector,1 mR/h,0.160 mR,OK
11:14:52,Meter,0.02 mR/h,0.000 mR,OK
11:14:51,Detector,1 mR/h,0.160 mR,OK
11:14:50,Meter,0.02 mR/h,0.000 mR,OK
11:14:49,Detector,1.03 mR/h,0.160 mR,OK
11:14:48,Meter,0.02 mR/h,0.000 mR,OK
11:14:47,Detector,1.03 mR/h,0.160 mR,OK
11:14:46,Meter,0.02 mR/h,0.000 mR,OK
11:14:45,Detector,1.03 mR/h,0.160 mR,OK
11:14:44,Meter,0.02 mR/h,0.000 mR,OK
11:14:43,Detector,0.99 mR/h,0.160 mR,OK
11:14:42,Meter,0.02 mR/h,0.000 mR,OK
11:14:41,Detector,0.99 mR/h,0.160 mR,OK
11:14:40,Meter,0.02 mR/h,0.000 mR,OK
11:14:39,Detector,0.99 mR/h,0.160 mR,OK
11:14:38,Meter,0.02 mR/h,0.000 mR,OK
11:14:37,Detector,1.03 mR/h,0.150 mR,OK
11:14:36,Meter,0.02 mR/h,0.000 mR,OK
11:14:35,Detector,1.03 mR/h,0.150 mR,OK
11:14:34,Meter,0.02 mR/h,0.000 mR,OK
11:14:33,Detector,1.07 mR/h,0.150 mR,OK
11:14:32,Meter,0.02 mR/h,0.000 mR,OK
11:14:31,Detector,1.01 mR/h,0.150 mR,OK
11:14:30,Meter,0.02 mR/h,0.000 mR,OK
11:14:29,Detector,1.01 mR/h,0.150 mR,OK
11:14:28,Meter,0.02 mR/h,0.000 mR,OK
11:14:27,Detector,0.97 mR/h,0.150 mR,OK
11:14:26,Meter,0.02 mR/h,0.000 mR,OK
11:14:25,Detector,0.97 mR/h,0.150 mR,OK
11:14:24,Meter,0.02 mR/h,0.000 mR,OK
11:14:23,Detector,0.97 mR/h,0.150 mR,OK
11:14:22,Meter,0.02 mR/h,0.000 mR,OK
11:14:21,Detector,0.97 mR/h,0.150 mR,OK
11:14:20,Meter,0.03 mR/h,0.000 mR,OK
11:14:19,Detector,0.97 mR/h,0.150 mR,OK
11:14:18,Meter,0.02 mR/h,0.000 mR,OK
11:14:17,Detector,1.01 mR/h,0.150 mR,OK
11:14:16,Meter,0.02 mR/h,0.000 mR,OK
11:14:15,Detector,1.01 mR/h,0.150 mR,OK
11:14:14,Meter,0.03 mR/h,0.000 mR,OK
11:14:13,Detector,1.01 mR/h,0.150 mR,OK
11:14:12,Meter,0.03 mR/h,0.000 mR,OK
11:14:11,Detector,0.96 mR/h,0.150 mR,OK
11:14:10,Meter,0.03 mR/h,0.000 mR,OK
11:14:09,Detector,0.96 mR/h,0.150 mR,OK
11:14:08,Meter,0.03 mR/h,0.000 mR,OK
11:14:07,Detector,1 mR/h,0.150 mR,OK
11:14:06,Meter,0.04 mR/h,0.000 mR,OK
11:14:05,Detector,1 mR/h,0.150 mR,OK
11:14:04,Meter,0.04 mR/h,0.000 mR,OK
11:14:03,Detector,1 mR/h,0.150 mR,OK
11:14:02,Meter,0.04 mR/h,0.000 mR,OK
11:14:01,Detector,1 mR/h,0.140 mR,OK
11:14:00,Meter,0.03 mR/h,0.000 mR,OK
11:13:59,Detector,0.95 mR/h,0.140 mR,OK
11:13:58,Meter,0.03 mR/h,0.000 mR,OK
11:13:57,Detector,0.95 mR/h,0.140 mR,OK
11:13:56,Meter,0.03 mR/h,0.000 mR,OK
11:13:55,Detector,0.95 mR/h,0.140 mR,OK
11:13:54,Meter,0.03 mR/h,0.000 mR,OK
11:13:53,Detector,0.95 mR/h,0.140 mR,OK
11:13:52,Meter,0.02 mR/h,0.000 mR,OK
11:13:51,Detector,0.98 mR/h,0.140 mR,OK
11:13:50,Meter,0.02 mR/h,0.000 mR,OK
11:13:49,Detector,0.98 mR/h,0.140 mR,OK
11:13:48,Meter,0.02 mR/h,0.000 mR,OK
11:13:47,Detector,0.98 mR/h,0.140 mR,OK
11:13:46,Meter,0.03 mR/h,0.000 mR,OK
11:13:45,Detector,0.95 mR/h,0.140 mR,OK
11:13:44,Meter,0.03 mR/h,0.000 mR,OK
11:13:43,Detector,0.95 mR/h,0.140 mR,OK
11:13:42,Meter,0.03 mR/h,0.000 mR,OK
11:13:41,Detector,0.95 mR/h,0.140 mR,OK
11:13:40,Meter,0.02 mR/h,0.000 mR,OK
11:13:39,Detector,0.95 mR/h,0.140 mR,OK
11:13:38,Meter,0.03 mR/h,0.000 mR,OK
11:13:37,Detector,0.99 mR/h,0.140 mR,OK
11:13:36,Meter,0.03 mR/h,0.000 mR,OK
11:13:35,Detector,0.99 mR/h,0.140 mR,OK
11:13:34,Meter,0.03 mR/h,0.000 mR,OK
11:13:33,Detector,1.03 mR/h,0.140 mR,OK
11:13:32,Meter,0.03 mR/h,0.000 mR,OK
11:13:31,Detector,1.03 mR/h,0.140 mR,OK
11:13:30,Meter,0.03 mR/h,0.000 mR,OK
11:13:29,Detector,1.03 mR/h,0.140 mR,OK
11:13:28,Meter,0.03 mR/h,0.000 mR,OK
11:13:27,Detector,1.07 mR/h,0.140 mR,OK
11:13:26,Meter,0.02 mR/h,0.000 mR,OK
11:13:25,Detector,1.07 mR/h,0.130 mR,OK
11:13:24,Meter,0.02 mR/h,0.000 mR,OK
11:13:23,Detector,1.07 mR/h,0.130 mR,OK
11:13:22,Meter,0.02 mR/h,0.000 mR,OK
11:13:21,Detector,1.07 mR/h,0.130 mR,OK
11:13:20,Meter,0.02 mR/h,0.000 mR,OK
11:13:19,Detector,1.13 mR/h,0.130 mR,OK
11:13:18,Meter,0.02 mR/h,0.000 mR,OK
11:13:17,Detector,1.09 mR/h,0.130 mR,OK
11:13:16,Meter,0.02 mR/h,0.000 mR,OK
11:13:15,Detector,1.05 mR/h,0.130 mR,OK
11:13:14,Meter,0.02 mR/h,0.000 mR,OK
11:13:13,Detector,1.02 mR/h,0.130 mR,OK
11:13:12,Meter,0.02 mR/h,0.000 mR,OK
11:13:11,Detector,1.02 mR/h,0.130 mR,OK
11:13:10,Meter,0.02 mR/h,0.000 mR,OK
11:13:09,Detector,1.02 mR/h,0.130 mR,OK
11:13:08,Meter,0.02 mR/h,0.000 mR,OK
11:13:07,Detector,1.02 mR/h,0.130 mR,OK
11:13:06,Meter,0.02 mR/h,0.000 mR,OK
11:13:05,Detector,1.02 mR/h,0.130 mR,OK
11:13:04,Meter,0.02 mR/h,0.000 mR,OK
11:13:03,Detector,1.02 mR/h,0.130 mR,OK
11:13:02,Meter,0.02 mR/h,0.000 mR,OK
11:13:01,Detector,1.02 mR/h,0.130 mR,OK
11:13:00,Meter,0.02 mR/h,0.000 mR,OK
11:12:59,Detector,1.02 mR/h,0.130 mR,OK
11:12:58,Meter,0.02 mR/h,0.000 mR,OK
11:12:57,Detector,1.05 mR/h,0.130 mR,OK
11:12:56,Meter,0.02 mR/h,0.000 mR,OK
11:12:55,Detector,1.05 mR/h,0.130 mR,OK
11:12:54,Meter,0.02 mR/h,0.000 mR,OK
11:12:53,Detector,1.05 mR/h,0.130 mR,OK
11:12:52,Meter,0.02 mR/h,0.000 mR,OK
11:12:51,Detector,1.05 mR/h,0.120 mR,OK
11:12:50,Meter,0.02 mR/h,0.000 mR,OK
11:12:49,Detector,1.02 mR/h,0.120 mR,OK
11:12:48,Meter,0.02 mR/h,0.000 mR,OK
11:12:47,Detector,1.02 mR/h,0.120 mR,OK
11:12:46,Meter,0.02 mR/h,0.000 mR,OK
11:12:45,Detector,1.07 mR/h,0.120 mR,OK
11:12:44,Meter,0.02 mR/h,0.000 mR,OK
11:12:43,Detector,1.07 mR/h,0.120 mR,OK
11:12:42,Meter,0.02 mR/h,0.000 mR,OK
11:12:41,Detector,1.03 mR/h,0.120 mR,OK
11:12:40,Meter,0.02 mR/h,0.000 mR,OK
11:12:39,Detector,1.03 mR/h,0.120 mR,OK
11:12:38,Meter,0.02 mR/h,0.000 mR,OK
11:12:37,Detector,1.03 mR/h,0.120 mR,OK
11:12:36,Meter,0.02 mR/h,0.000 mR,OK
11:12:35,Detector,1.06 mR/h,0.120 mR,OK
11:12:34,Meter,0.02 mR/h,0.000 mR,OK
11:12:33,Detector,1.06 mR/h,0.120 mR,OK
11:12:32,Meter,0.02 mR/h,0.000 mR,OK
11:12:31,Detector,1.1 mR/h,0.120 mR,OK
11:12:30,Meter,0.03 mR/h,0.000 mR,OK
11:12:29,Detector,1.1 mR/h,0.120 mR,OK
11:12:28,Meter,0.02 mR/h,0.000 mR,OK
11:12:27,Detector,1.14 mR/h,0.120 mR,OK
11:12:26,Meter,0.02 mR/h,0.000 mR,OK
11:12:25,Detector,1.18 mR/h,0.120 mR,OK
11:12:24,Meter,0.02 mR/h,0.000 mR,OK
11:12:23,Detector,1.18 mR/h,0.120 mR,OK
11:12:22,Meter,0.02 mR/h,0.000 mR,OK
11:12:21,Detector,1.22 mR/h,0.120 mR,OK
11:12:20,Meter,0.02 mR/h,0.000 mR,OK
11:12:19,Detector,1.22 mR/h,0.120 mR,OK
11:12:18,Meter,0.02 mR/h,0.000 mR,OK
11:12:17,Detector,1.31 mR/h,0.110 mR,OK
11:12:16,Meter,0.03 mR/h,0.000 mR,OK
11:12:15,Detector,1.35 mR/h,0.110 mR,OK
11:12:14,Meter,0.03 mR/h,0.000 mR,OK
11:12:13,Detector,1.41 mR/h,0.110 mR,OK
11:12:12,Meter,0.03 mR/h,0.000 mR,OK
11:12:11,Detector,1.41 mR/h,0.110 mR,OK
11:12:10,Meter,0.03 mR/h,0.000 mR,OK
11:12:09,Detector,0.64 mR/h,0.110 mR,OK
11:12:08,Meter,0.02 mR/h,0.000 mR,OK
11:12:07,Detector,0.59 mR/h,0.110 mR,OK
11:12:06,Meter,0.02 mR/h,0.000 mR,OK
11:12:05,Detector,1.15 mR/h,0.110 mR,OK
11:12:04,Meter,0.02 mR/h,0.000 mR,OK
11:12:03,Detector,1.1 mR/h,0.110 mR,OK
11:12:02,Meter,0.03 mR/h,0.000 mR,OK
11:12:01,Detector,1.1 mR/h,0.110 mR,OK
11:12:00,Meter,0.02 mR/h,0.000 mR,OK
11:11:59,Detector,1.1 mR/h,0.110 mR,OK
11:11:58,Meter,0.02 mR/h,0.000 mR,OK
11:11:57,Detector,1.1 mR/h,0.110 mR,OK
11:11:56,Meter,0.02 mR/h,0.000 mR,OK
11:11:55,Detector,1.15 mR/h,0.110 mR,OK
11:11:54,Meter,0.02 mR/h,0.000 mR,OK
11:11:53,Detector,1.12 mR/h,0.110 mR,OK
11:11:52,Meter,0.02 mR/h,0.000 mR,OK
11:11:51,Detector,1.12 mR/h,0.110 mR,OK
11:11:50,Meter,0.02 mR/h,0.000 mR,OK
11:11:49,Detector,1.12 mR/h,0.110 mR,OK
11:11:48,Meter,0.02 mR/h,0.000 mR,OK
11:11:47,Detector,1.12 mR/h,0.110 mR,OK
11:11:46,Meter,0.03 mR/h,0.000 mR,OK
11:11:45,Detector,1.03 mR/h,0.100 mR,OK
11:11:44,Meter,0.03 mR/h,0.000 mR,OK
11:11:43,Detector,1.03 mR/h,0.100 mR,OK
11:11:42,Meter,0.03 mR/h,0.000 mR,OK
11:11:41,Detector,1.03 mR/h,0.100 mR,OK
11:11:40,Meter,0.03 mR/h,0.000 mR,OK
11:11:39,Detector,1.03 mR/h,0.100 mR,OK
11:11:38,Meter,0.03 mR/h,0.000 mR,OK
11:11:37,Detector,1.03 mR/h,0.100 mR,OK
11:11:36,Meter,0.03 mR/h,0.000 mR,OK
11:11:35,Detector,1.03 mR/h,0.100 mR,OK
11:11:34,Meter,0.03 mR/h,0.000 mR,OK
11:11:33,Detector,1.03 mR/h,0.100 mR,OK
11:11:32,Meter,0.03 mR/h,0.000 mR,OK
11:11:31,Detector,1.07 mR/h,0.100 mR,OK
11:11:30,Meter,0.03 mR/h,0.000 mR,OK
11:11:29,Detector,1.07 mR/h,0.100 mR,OK
11:11:28,Meter,0.03 mR/h,0.000 mR,OK
11:11:27,Detector,1.07 mR/h,0.100 mR,OK
11:11:26,Meter,0.03 mR/h,0.000 mR,OK
11:11:25,Detector,1.07 mR/h,0.100 mR,OK
11:11:24,Meter,0.02 mR/h,0.000 mR,OK
11:11:23,Detector,1.07 mR/h,0.100 mR,OK
11:11:22,Meter,0.02 mR/h,0.000 mR,OK
11:11:21,Detector,1.02 mR/h,0.100 mR,OK
11:11:20,Meter,0.02 mR/h,0.000 mR,OK
11:11:19,Detector,1.02 mR/h,0.100 mR,OK
11:11:18,Meter,0.02 mR/h,0.000 mR,OK
11:11:17,Detector,1.02 mR/h,0.100 mR,OK
11:11:16,Meter,0.02 mR/h,0.000 mR,OK
11:11:15,Detector,0.98 mR/h,0.100 mR,OK
11:11:14,Meter,0.02 mR/h,0.000 mR,OK
11:11:13,Detector,0.98 mR/h,0.100 mR,OK
11:11:12,Meter,0.02 mR/h,0.000 mR,OK
11:11:11,Detector,1.01 mR/h,0.090 mR,OK
11:11:10,Meter,0.02 mR/h,0.000 mR,OK
11:11:09,Detector,1.01 mR/h,0.090 mR,OK
11:11:08,Meter,0.02 mR/h,0.000 mR,OK
11:11:07,Detector,0.98 mR/h,0.090 mR,OK
11:11:06,Meter,0.02 mR/h,0.000 mR,OK
11:11:05,Detector,0.95 mR/h,0.090 mR,OK
11:11:04,Meter,0.03 mR/h,0.000 mR,OK
11:11:03,Detector,0.95 mR/h,0.090 mR,OK
11:11:02,Meter,0.03 mR/h,0.000 mR,OK
11:11:01,Detector,1 mR/h,0.090 mR,OK
11:11:00,Meter,0.02 mR/h,0.000 mR,OK
11:10:59,Detector,1 mR/h,0.090 mR,OK
11:10:58,Meter,0.02 mR/h,0.000 mR,OK
11:10:57,Detector,1.07 mR/h,0.090 mR,OK
11:10:56,Meter,0.03 mR/h,0.000 mR,OK
11:10:55,Detector,1.07 mR/h,0.090 mR,OK
11:10:54,Meter,0.03 mR/h,0.000 mR,OK
11:10:53,Detector,1.07 mR/h,0.090 mR,OK
11:10:52,Meter,0.03 mR/h,0.000 mR,OK
11:10:51,Detector,1.11 mR/h,0.090 mR,OK
11:10:50,Meter,0.03 mR/h,0.000 mR,OK
11:10:49,Detector,1.11 mR/h,0.090 mR,OK
11:10:48,Meter,0.03 mR/h,0.000 mR,OK
11:10:47,Detector,1.07 mR/h,0.090 mR,OK
11:10:46,Meter,0.04 mR/h,0.000 mR,OK
11:10:45,Detector,1.04 mR/h,0.090 mR,OK
11:10:44,Meter,0.03 mR/h,0.000 mR,OK
11:10:43,Detector,1.04 mR/h,0.090 mR,OK
11:10:42,Meter,0.03 mR/h,0.000 mR,OK
11:10:41,Detector,1.04 mR/h,0.090 mR,OK
11:10:40,Meter,0.03 mR/h,0.000 mR,OK
11:10:39,Detector,1.04 mR/h,0.090 mR,OK
11:10:38,Meter,0.03 mR/h,0.000 mR,OK
11:10:37,Detector,1.04 mR/h,0.090 mR,OK
11:10:36,Meter,0.03 mR/h,0.000 mR,OK
11:10:35,Detector,1.04 mR/h,0.080 mR,OK
11:10:34,Meter,0.03 mR/h,0.000 mR,OK
11:10:33,Detector,1.04 mR/h,0.080 mR,OK
11:10:32,Meter,0.03 mR/h,0.000 mR,OK
11:10:31,Detector,1.04 mR/h,0.080 mR,OK
11:10:30,Meter,0.03 mR/h,0.000 mR,OK
11:10:29,Detector,1.04 mR/h,0.080 mR,OK
11:10:28,Meter,0.03 mR/h,0.000 mR,OK
11:10:27,Detector,1.04 mR/h,0.080 mR,OK
11:10:26,Meter,0.04 mR/h,0.000 mR,OK
11:10:25,Detector,1.08 mR/h,0.080 mR,OK
11:10:24,Meter,0.04 mR/h,0.000 mR,OK
11:10:23,Detector,1.04 mR/h,0.080 mR,OK
11:10:22,Meter,0.04 mR/h,0.000 mR,OK
11:10:21,Detector,1.04 mR/h,0.080 mR,OK
11:10:20,Meter,0.04 mR/h,0.000 mR,OK
11:10:19,Detector,1.04 mR/h,0.080 mR,OK
11:10:18,Meter,0.04 mR/h,0.000 mR,OK
11:10:17,Detector,1.04 mR/h,0.080 mR,OK
11:10:16,Meter,0.05 mR/h,0.000 mR,OK
11:10:15,Detector,1.04 mR/h,0.080 mR,OK
11:10:14,Meter,0.05 mR/h,0.000 mR,OK
11:10:13,Detector,1.04 mR/h,0.080 mR,OK
11:10:12,Meter,0.05 mR/h,0.000 mR,OK
11:10:11,Detector,1.08 mR/h,0.080 mR,OK
11:10:10,Meter,0.06 mR/h,0.000 mR,OK
11:10:09,Detector,1.12 mR/h,0.080 mR,OK
11:10:08,Meter,0.01 mR/h,0.000 mR,OK
11:10:07,Detector,1.12 mR/h,0.080 mR,OK
11:10:06,Meter,0.01 mR/h,0.000 mR,OK
11:10:05,Detector,1.12 mR/h,0.080 mR,OK
11:10:04,Meter,0.01 mR/h,0.000 mR,OK
11:10:03,Detector,1.12 mR/h,0.080 mR,OK
11:10:02,Meter,0.01 mR/h,0.000 mR,OK
11:10:01,Detector,1.09 mR/h,0.070 mR,OK
11:10:00,Meter,0.01 mR/h,0.000 mR,OK
11:09:59,Detector,1.09 mR/h,0.070 mR,OK
11:09:58,Meter,0 mR/h,0.000 mR,OK
11:09:57,Detector,1.09 mR/h,0.070 mR,OK
11:09:56,Meter,0 mR/h,0.000 mR,OK
11:09:55,Detector,1.09 mR/h,0.070 mR,OK
11:09:54,Meter,0 mR/h,0.000 mR,OK
11:09:53,Detector,1.13 mR/h,0.070 mR,OK
11:09:52,Meter,0 mR/h,0.000 mR,OK
11:09:51,Detector,1.13 mR/h,0.070 mR,OK
11:09:50,Meter,0 mR/h,0.000 mR,OK
11:09:49,Detector,1.13 mR/h,0.070 mR,OK
11:09:48,Meter,0 mR/h,0.000 mR,OK
11:09:47,Detector,1.13 mR/h,0.070 mR,OK
11:09:46,Meter,0 mR/h,0.000 mR,OK
11:09:45,Detector,1.13 mR/h,0.070 mR,OK
11:09:44,Meter,0 mR/h,0.000 mR,OK
11:09:43,Detector,1.13 mR/h,0.070 mR,OK
11:09:42,Meter,0 mR/h,0.000 mR,OK
11:09:41,Detector,1.13 mR/h,0.070 mR,OK
11:09:40,Meter,0.01 mR/h,0.000 mR,OK
11:09:39,Detector,1.13 mR/h,0.070 mR,OK
11:09:38,Meter,0.01 mR/h,0.000 mR,OK
11:09:37,Detector,1.13 mR/h,0.070 mR,OK
11:09:36,Meter,0.01 mR/h,0.000 mR,OK
11:09:35,Detector,1.13 mR/h,0.070 mR,OK
11:09:34,Meter,0.01 mR/h,0.000 mR,OK
11:09:33,Detector,1.13 mR/h,0.070 mR,OK
11:09:32,Meter,0.01 mR/h,0.000 mR,OK
11:09:31,Detector,1.13 mR/h,0.070 mR,OK
11:09:30,Meter,0 mR/h,0.000 mR,OK
11:09:29,Detector,1.18 mR/h,0.060 mR,OK
11:09:28,Meter,0 mR/h,0.000 mR,OK
11:09:27,Detector,0.77 mR/h,0.060 mR,OK
11:09:26,Meter,0 mR/h,0.000 mR,OK
11:09:25,Detector,0.65 mR/h,0.060 mR,OK
11:09:24,Meter,0 mR/h,0.000 mR,OK
11:09:23,Detector,1.1 mR/h,0.060 mR,OK
11:09:22,Meter,0.18 mR/h,0.000 mR,OK
11:09:21,Detector,1.06 mR/h,0.060 mR,OK
11:09:20,Meter,0.01 mR/h,0.000 mR,OK
11:09:19,Detector,1.06 mR/h,0.060 mR,OK
11:09:18,Meter,0.02 mR/h,0.000 mR,OK
11:09:17,Detector,1.02 mR/h,0.060 mR,OK
11:09:16,Meter,0.02 mR/h,0.000 mR,OK
11:09:15,Detector,1.02 mR/h,0.060 mR,OK
11:09:14,Meter,0.02 mR/h,0.000 mR,OK
11:09:13,Detector,1.02 mR/h,0.060 mR,OK
11:09:12,Meter,0.02 mR/h,0.000 mR,OK
11:09:11,Detector,1.02 mR/h,0.060 mR,OK
11:09:10,Meter,0.02 mR/h,0.000 mR,OK
11:09:09,Detector,1.02 mR/h,0.060 mR,OK
11:09:08,Meter,0.02 mR/h,0.000 mR,OK
11:09:07,Detector,1.02 mR/h,0.060 mR,OK
11:09:06,Meter,0.02 mR/h,0.000 mR,OK
11:09:05,Detector,0.97 mR/h,0.060 mR,OK
11:09:04,Meter,0.02 mR/h,0.000 mR,OK
11:09:03,Detector,0.97 mR/h,0.060 mR,OK
11:09:02,Meter,0.02 mR/h,0.000 mR,OK
11:09:01,Detector,0.97 mR/h,0.060 mR,OK
11:09:00,Meter,0.02 mR/h,0.000 mR,OK
11:08:59,Detector,1.01 mR/h,0.060 mR,OK
11:08:58,Meter,0.03 mR/h,0.000 mR,OK
11:08:57,Detector,1.04 mR/h,0.060 mR,OK
11:08:56,Meter,0.02 mR/h,0.000 mR,OK
11:08:55,Detector,1.12 mR/h,0.060 mR,OK
11:08:54,Meter,0.02 mR/h,0.000 mR,OK
11:08:53,Detector,1.12 mR/h,0.050 mR,OK
11:08:52,Meter,0.02 mR/h,0.000 mR,OK
11:08:51,Detector,1.12 mR/h,0.050 mR,OK
11:08:50,Meter,0.02 mR/h,0.000 mR,OK
11:08:49,Detector,1.12 mR/h,0.050 mR,OK
11:08:48,Meter,0.02 mR/h,0.000 mR,OK
11:08:47,Detector,1.12 mR/h,0.050 mR,OK
11:08:46,Meter,0.02 mR/h,0.000 mR,OK
11:08:45,Detector,1.12 mR/h,0.050 mR,OK
11:08:44,Meter,0.02 mR/h,0.000 mR,OK
11:08:43,Detector,1.12 mR/h,0.050 mR,OK
11:08:42,Meter,0.02 mR/h,0.000 mR,OK
11:08:41,Detector,1.12 mR/h,0.050 mR,OK
11:08:40,Meter,0.02 mR/h,0.000 mR,OK
11:08:39,Detector,1.12 mR/h,0.050 mR,OK
11:08:38,Meter,0.02 mR/h,0.000 mR,OK
11:08:37,Detector,1.17 mR/h,0.050 mR,OK
11:08:36,Meter,0.02 mR/h,0.000 mR,OK
11:08:35,Detector,1.17 mR/h,0.050 mR,OK
11:08:34,Meter,0.02 mR/h,0.000 mR,OK
11:08:33,Detector,1.23 mR/h,0.050 mR,OK
11:08:32,Meter,0.03 mR/h,0.000 mR,OK
11:08:31,Detector,1.23 mR/h,0.050 mR,OK
11:08:30,Meter,0.03 mR/h,0.000 mR,OK
11:08:29,Detector,1.27 mR/h,0.050 mR,OK
11:08:28,Meter,0.03 mR/h,0.000 mR,OK
11:08:27,Detector,1.26 mR/h,0.050 mR,OK
11:08:26,Meter,0.03 mR/h,0.000 mR,OK
11:08:25,Detector,1.35 mR/h,0.050 mR,OK
11:08:24,Meter,0.03 mR/h,0.000 mR,OK
11:08:23,Detector,1.39 mR/h,0.040 mR,OK
11:08:22,Meter,0.03 mR/h,0.000 mR,OK
11:08:21,Detector,1.47 mR/h,0.040 mR,OK
11:08:20,Meter,0.03 mR/h,0.000 mR,OK
11:08:19,Detector,1.08 mR/h,0.040 mR,OK
11:08:18,Meter,0.03 mR/h,0.000 mR,OK
11:08:17,Detector,1.08 mR/h,0.040 mR,OK
11:08:16,Meter,0.03 mR/h,0.000 mR,OK
11:08:15,Detector,1.01 mR/h,0.040 mR,OK
11:08:14,Meter,0.03 mR/h,0.000 mR,OK
11:08:13,Detector,1.01 mR/h,0.040 mR,OK
11:08:12,Meter,0.03 mR/h,0.000 mR,OK
11:08:11,Detector,1.01 mR/h,0.040 mR,OK
11:08:10,Meter,0.03 mR/h,0.000 mR,OK
11:08:09,Detector,1.06 mR/h,0.040 mR,OK
11:08:08,Meter,0.03 mR/h,0.000 mR,OK
11:08:07,Detector,1.06 mR/h,0.040 mR,OK
11:08:06,Meter,0.02 mR/h,0.000 mR,OK
11:08:05,Detector,1.06 mR/h,0.040 mR,OK
11:08:04,Meter,0.03 mR/h,0.000 mR,OK
11:08:03,Detector,1.06 mR/h,0.040 mR,OK
11:08:02,Meter,0.03 mR/h,0.000 mR,OK
11:08:01,Detector,1.06 mR/h,0.040 mR,OK
11:08:00,Meter,0.03 mR/h,0.000 mR,OK
11:07:59,Detector,1.02 mR/h,0.040 mR,OK
11:07:58,Meter,0.02 mR/h,0.000 mR,OK
11:07:57,Detector,1.02 mR/h,0.040 mR,OK
11:07:56,Meter,0.03 mR/h,0.000 mR,OK
11:07:55,Detector,1.02 mR/h,0.040 mR,OK
11:07:54,Meter,0.02 mR/h,0.000 mR,OK
11:07:53,Detector,1.02 mR/h,0.040 mR,OK
11:07:52,Meter,0.03 mR/h,0.000 mR,OK
11:07:51,Detector,1.06 mR/h,0.030 mR,OK
11:07:50,Meter,0.03 mR/h,0.000 mR,OK
11:07:49,Detector,1.06 mR/h,0.030 mR,OK
11:07:48,Meter,0.02 mR/h,0.000 mR,OK
11:07:47,Detector,1.47 mR/h,0.030 mR,OK
11:07:46,Meter,0.03 mR/h,0.000 mR,OK
11:07:45,Detector,1.08 mR/h,0.030 mR,OK
11:07:44,Meter,0.03 mR/h,0.000 mR,OK
11:07:43,Detector,1.12 mR/h,0.030 mR,OK
11:07:42,Meter,0.03 mR/h,0.000 mR,OK
11:07:41,Detector,1.12 mR/h,0.030 mR,OK
11:07:40,Meter,0.03 mR/h,0.000 mR,OK
11:07:39,Detector,1.18 mR/h,0.030 mR,OK
11:07:38,Meter,0.03 mR/h,0.000 mR,OK
11:07:37,Detector,1.18 mR/h,0.030 mR,OK
11:07:36,Meter,0.03 mR/h,0.000 mR,OK
11:07:35,Detector,1.18 mR/h,0.030 mR,OK
